time,ECG
14.953,-0.005
14.956,0.035
14.958,0.060
14.961,0.120
14.964,0.195
14.967,0.280
14.969,0.370
14.972,0.420
14.975,0.460
14.978,0.520
14.981,0.590
14.983,0.675
14.986,0.750
14.989,0.805
14.992,0.855
14.994,0.920
14.997,1.015
15.000,1.135
15.003,1.210
15.006,1.275
15.008,1.355
15.011,1.430
15.014,1.540
15.017,1.590
15.019,1.655
15.022,1.665
15.025,1.695
15.028,1.730
15.031,1.790
15.033,1.870
15.036,1.935
15.039,1.995
15.042,2.060
15.044,2.080
15.047,1.970
15.050,1.705
15.053,1.340
15.056,1.000
15.058,0.690
15.061,0.375
15.064,0.150
15.067,-0.010
15.069,-0.125
15.072,-0.200
15.075,-0.280
15.078,-0.325
15.081,-0.345
15.083,-0.355
15.086,-0.355
15.089,-0.380
15.092,-0.410
15.094,-0.440
15.097,-0.445
15.100,-0.450
15.103,-0.455
15.106,-0.465
15.108,-0.495
15.111,-0.505
15.114,-0.505
15.117,-0.495
15.119,-0.490
15.122,-0.495
15.125,-0.530
15.128,-0.545
15.131,-0.565
15.133,-0.530
15.136,-0.525
15.139,-0.530
15.142,-0.560
15.144,-0.580
15.147,-0.590
15.150,-0.585
15.153,-0.570
15.156,-0.590
15.158,-0.625
15.161,-0.645
15.164,-0.645
15.167,-0.635
15.169,-0.625
15.172,-0.635
15.175,-0.660
15.178,-0.680
15.181,-0.700
15.183,-0.680
15.186,-0.670
15.189,-0.665
15.192,-0.690
15.194,-0.725
15.197,-0.725
15.200,-0.710
15.203,-0.695
15.206,-0.690
15.208,-0.695
15.211,-0.715
15.214,-0.710
15.217,-0.695
15.219,-0.690
15.222,-0.690
15.225,-0.685
15.228,-0.695
15.231,-0.675
15.233,-0.655
15.236,-0.635
15.239,-0.625
15.242,-0.635
15.244,-0.630
15.247,-0.600
15.250,-0.575
15.253,-0.550
15.256,-0.525
15.258,-0.525
15.261,-0.525
15.264,-0.485
15.267,-0.450
15.269,-0.410
15.272,-0.390
15.275,-0.390
15.278,-0.380
15.281,-0.370
15.283,-0.330
15.286,-0.300
15.289,-0.275
15.292,-0.265
15.294,-0.265
15.297,-0.250
15.300,-0.240
15.303,-0.205
15.306,-0.180
15.308,-0.185
15.311,-0.200
15.314,-0.195
15.317,-0.185
15.319,-0.170
15.322,-0.170
15.325,-0.200
15.328,-0.185
15.331,-0.200
15.333,-0.175
15.336,-0.170
15.339,-0.165
15.342,-0.185
15.344,-0.210
15.347,-0.190
15.350,-0.170
15.353,-0.160
15.356,-0.160
15.358,-0.180
15.361,-0.180
15.364,-0.170
15.367,-0.160
15.369,-0.160
15.372,-0.140
15.375,-0.160
15.378,-0.170
15.381,-0.170
15.383,-0.160
15.386,-0.145
15.389,-0.135
15.392,-0.155
15.394,-0.155
15.397,-0.140
15.400,-0.110
15.403,-0.075
15.406,-0.040
15.408,-0.030
15.411,-0.005
15.414,0.020
15.417,0.060
15.419,0.155
15.422,0.235
15.425,0.295
15.428,0.360
15.431,0.440
15.433,0.525
15.436,0.615
15.439,0.705
15.442,0.785
15.444,0.885
15.447,0.950
15.450,1.025
15.453,1.120
15.456,1.185
15.458,1.240
15.461,1.275
15.464,1.380
15.467,1.490
15.469,1.545
15.472,1.535
15.475,1.465
15.478,1.410
15.481,1.360
15.483,1.330
15.486,1.295
15.489,1.255
15.492,1.225
15.494,1.190
15.497,1.145
15.500,1.130
15.503,1.115
15.506,1.090
15.508,1.065
15.511,1.050
15.514,1.045
15.517,0.985
15.519,0.895
15.522,0.785
15.525,0.625
15.528,0.435
15.531,0.250
15.533,0.110
15.536,-0.005
15.539,-0.100
15.542,-0.175
15.544,-0.235
15.547,-0.270
15.550,-0.285
15.553,-0.305
15.556,-0.345
15.558,-0.390
15.561,-0.450
15.564,-0.480
15.567,-0.485
15.569,-0.500
15.572,-0.525
15.575,-0.545
15.578,-0.590
15.581,-0.595
15.583,-0.595
15.586,-0.600
15.589,-0.605
15.592,-0.630
15.594,-0.640
15.597,-0.660
15.600,-0.655
15.603,-0.645
15.606,-0.655
15.608,-0.685
15.611,-0.715
15.614,-0.720
15.617,-0.710
15.619,-0.715
15.622,-0.725
15.625,-0.745
15.628,-0.775
15.631,-0.780
15.633,-0.785
15.636,-0.770
15.639,-0.770
15.642,-0.780
15.644,-0.795
15.647,-0.815
15.650,-0.800
15.653,-0.790
15.656,-0.810
15.658,-0.835
15.661,-0.845
15.664,-0.855
15.667,-0.835
15.669,-0.825
15.672,-0.830
15.675,-0.840
15.678,-0.840
15.681,-0.835
15.683,-0.810
15.686,-0.780
15.689,-0.780
15.692,-0.785
15.694,-0.785
15.697,-0.760
15.700,-0.715
15.703,-0.680
15.706,-0.660
15.708,-0.655
15.711,-0.635
15.714,-0.615
15.717,-0.590
15.719,-0.555
15.722,-0.535
15.725,-0.530
15.728,-0.500
15.731,-0.460
15.733,-0.425
15.736,-0.380
15.739,-0.355
15.742,-0.350
15.744,-0.340
15.747,-0.320
15.750,-0.295
15.753,-0.265
15.756,-0.260
15.758,-0.265
15.761,-0.275
15.764,-0.270
15.767,-0.245
15.769,-0.230
15.772,-0.220
15.775,-0.245
15.778,-0.250
15.781,-0.245
15.783,-0.230
15.786,-0.225
15.789,-0.220
15.792,-0.230
15.794,-0.245
15.797,-0.240
15.800,-0.225
15.803,-0.205
15.806,-0.225
15.808,-0.225
15.811,-0.235
15.814,-0.225
15.817,-0.205
15.819,-0.190
15.822,-0.190
15.825,-0.215
15.828,-0.235
15.831,-0.220
15.833,-0.215
15.836,-0.195
15.839,-0.185
15.842,-0.200
15.844,-0.200
15.847,-0.185
15.850,-0.185
15.853,-0.170
15.856,-0.185
15.858,-0.180
15.861,-0.200
15.864,-0.190
15.867,-0.190
15.869,-0.170
15.872,-0.170
15.875,-0.170
15.878,-0.180
15.881,-0.180
15.883,-0.165
15.886,-0.150
15.889,-0.160
15.892,-0.160
15.894,-0.175
15.897,-0.160
15.900,-0.145
15.903,-0.140
15.906,-0.145
15.908,-0.160
15.911,-0.160
15.914,-0.155
15.917,-0.140
15.919,-0.130
15.922,-0.130
15.925,-0.140
15.928,-0.155
15.931,-0.155
15.933,-0.145
15.936,-0.150
15.939,-0.140
15.942,-0.140
15.944,-0.150
15.947,-0.160
15.950,-0.165
15.953,-0.145
15.956,-0.135
15.958,-0.150
15.961,-0.160
15.964,-0.160
15.967,-0.145
15.969,-0.135
15.972,-0.140
15.975,-0.140
15.978,-0.140
15.981,-0.145
15.983,-0.145
15.986,-0.140
15.989,-0.135
15.992,-0.135
15.994,-0.140
15.997,-0.145
16.000,-0.135
16.003,-0.125
16.006,-0.125
16.008,-0.155
16.011,-0.145
16.014,-0.145
16.017,-0.125
16.019,-0.120
16.022,-0.130
16.025,-0.145
16.028,-0.155
16.031,-0.145
16.033,-0.120
16.036,-0.115
16.039,-0.115
16.042,-0.130
16.044,-0.130
16.047,-0.125
16.050,-0.120
16.053,-0.100
16.056,-0.100
16.058,-0.125
16.061,-0.150
16.064,-0.130
16.067,-0.110
16.069,-0.110
16.072,-0.110
16.075,-0.130
16.078,-0.130
16.081,-0.120
16.083,-0.125
16.086,-0.120
16.089,-0.125
16.092,-0.145
16.094,-0.140
16.097,-0.125
16.100,-0.105
16.103,-0.110
16.106,-0.115
16.108,-0.110
16.111,-0.125
16.114,-0.125
16.117,-0.105
16.119,-0.095
16.122,-0.095
16.125,-0.115
16.128,-0.135
16.131,-0.120
16.133,-0.100
16.136,-0.085
16.139,-0.080
16.142,-0.100
16.144,-0.115
16.147,-0.110
16.150,-0.095
16.153,-0.075
16.156,-0.100
16.158,-0.110
16.161,-0.130
16.164,-0.115
16.167,-0.095
16.169,-0.080
16.172,-0.090
16.175,-0.115
16.178,-0.115
16.181,-0.125
16.183,-0.110
16.186,-0.125
16.189,-0.115
16.192,-0.115
16.194,-0.120
16.197,-0.125
16.200,-0.110
16.203,-0.100
16.206,-0.105
16.208,-0.115
16.211,-0.125
16.214,-0.120
16.217,-0.105
16.219,-0.085
16.222,-0.080
16.225,-0.075
16.228,-0.085
16.231,-0.080
16.233,-0.070
16.236,-0.060
16.239,-0.040
16.242,-0.025
16.244,-0.030
16.247,-0.010
16.250,0.015
16.253,0.035
16.256,0.035
16.258,0.015
16.261,0.010
16.264,0.010
16.267,0.015
16.269,0.010
16.272,0.000
16.275,-0.015
16.278,-0.045
16.281,-0.050
16.283,-0.055
16.286,-0.055
16.289,-0.075
16.292,-0.090
16.294,-0.105
16.297,-0.120
16.300,-0.105
16.303,-0.115
16.306,-0.120
16.308,-0.140
16.311,-0.130
16.314,-0.140
16.317,-0.120
16.319,-0.105
16.322,-0.110
16.325,-0.130
16.328,-0.140
16.331,-0.135
16.333,-0.125
16.336,-0.115
16.339,-0.130
16.342,-0.120
16.344,-0.140
16.347,-0.135
16.350,-0.115
16.353,-0.125
16.356,-0.140
16.358,-0.140
16.361,-0.090
16.364,0.025
16.367,0.165
16.369,0.350
16.372,0.565
16.375,0.840
16.378,1.110
16.381,1.335
16.383,1.540
16.386,1.675
16.389,1.630
16.392,1.375
16.394,1.055
16.397,0.700
16.400,0.340
16.403,0.075
16.406,-0.085
16.408,-0.150
16.411,-0.150
16.414,-0.170
16.417,-0.180
16.419,-0.185
16.422,-0.170
16.425,-0.180
16.428,-0.180
16.431,-0.195
16.433,-0.185
16.436,-0.190
16.439,-0.200
16.442,-0.220
16.444,-0.255
16.447,-0.250
16.450,-0.245
16.453,-0.225
16.456,-0.235
16.458,-0.240
16.461,-0.265
16.464,-0.260
16.467,-0.245
16.469,-0.240
16.472,-0.225
16.475,-0.240
16.478,-0.235
16.481,-0.225
16.483,-0.220
16.486,-0.210
16.489,-0.225
16.492,-0.230
16.494,-0.245
16.497,-0.230
16.500,-0.240
16.503,-0.210
16.506,-0.215
16.508,-0.220
16.511,-0.235
16.514,-0.230
16.517,-0.210
16.519,-0.200
16.522,-0.195
16.525,-0.200
16.528,-0.220
16.531,-0.205
16.533,-0.180
16.536,-0.170
16.539,-0.170
16.542,-0.185
16.544,-0.190
16.547,-0.185
16.550,-0.155
16.553,-0.140
16.556,-0.135
16.558,-0.145
16.561,-0.135
16.564,-0.120
16.567,-0.085
16.569,-0.080
16.572,-0.075
16.575,-0.080
16.578,-0.080
16.581,-0.065
16.583,-0.035
16.586,-0.025
16.589,-0.010
16.592,-0.010
16.594,-0.010
16.597,0.000
16.600,0.025
16.603,0.045
16.606,0.055
16.608,0.035
16.611,0.050
16.614,0.045
16.617,0.080
16.619,0.095
16.622,0.085
16.625,0.090
16.628,0.080
16.631,0.100
16.633,0.110
16.636,0.135
16.639,0.130
16.642,0.120
16.644,0.120
16.647,0.120
16.650,0.140
16.653,0.150
16.656,0.130
16.658,0.105
16.661,0.090
16.664,0.070
16.667,0.070
16.669,0.060
16.672,0.045
16.675,0.020
16.678,-0.025
16.681,-0.035
16.683,-0.030
16.686,-0.040
16.689,-0.075
16.692,-0.100
16.694,-0.145
16.697,-0.150
16.700,-0.150
16.703,-0.150
16.706,-0.145
16.708,-0.185
16.711,-0.200
16.714,-0.205
16.717,-0.185
16.719,-0.185
16.722,-0.185
16.725,-0.205
16.728,-0.220
16.731,-0.230
16.733,-0.230
16.736,-0.225
16.739,-0.220
16.742,-0.220
16.744,-0.235
16.747,-0.225
16.750,-0.210
16.753,-0.205
16.756,-0.215
16.758,-0.235
16.761,-0.240
16.764,-0.235
16.767,-0.220
16.769,-0.215
16.772,-0.210
16.775,-0.230
16.778,-0.235
16.781,-0.225
16.783,-0.215
16.786,-0.205
16.789,-0.220
16.792,-0.235
16.794,-0.245
16.797,-0.230
16.800,-0.210
16.803,-0.210
16.806,-0.210
16.808,-0.230
16.811,-0.240
16.814,-0.230
16.817,-0.210
16.819,-0.205
16.822,-0.220
16.825,-0.225
16.828,-0.230
16.831,-0.220
16.833,-0.215
16.836,-0.200
16.839,-0.210
16.842,-0.225
16.844,-0.230
16.847,-0.220
16.850,-0.205
16.853,-0.210
16.856,-0.200
16.858,-0.200
16.861,-0.190
16.864,-0.175
16.867,-0.165
16.869,-0.150
16.872,-0.145
16.875,-0.155
16.878,-0.120
16.881,-0.085
16.883,-0.050
16.886,-0.010
16.889,-0.015
16.892,0.005
16.894,0.030
16.897,0.080
16.900,0.120
16.903,0.165
16.906,0.185
16.908,0.215
16.911,0.265
16.914,0.335
16.917,0.430
16.919,0.490
16.922,0.540
16.925,0.575
16.928,0.625
16.931,0.675
16.933,0.760
16.936,0.835
16.939,0.910
16.942,0.975
16.944,1.035
16.947,1.085
16.950,1.160
16.953,1.245
16.956,1.315
16.958,1.350
16.961,1.355
16.964,1.345
16.967,1.315
16.969,1.255
16.972,1.195
16.975,1.125
16.978,1.060
16.981,1.030
16.983,1.010
16.986,0.980
16.989,0.940
16.992,0.875
16.994,0.840
16.997,0.810
17.000,0.795
17.003,0.780
17.006,0.730
17.008,0.710
17.011,0.690
17.014,0.685
17.017,0.645
17.019,0.600
17.022,0.495
17.025,0.360
17.028,0.180
17.031,-0.005
17.033,-0.165
17.036,-0.315
17.039,-0.430
17.042,-0.535
17.044,-0.595
17.047,-0.635
17.050,-0.640
17.053,-0.645
17.056,-0.660
17.058,-0.700
17.061,-0.735
17.064,-0.745
17.067,-0.745
17.069,-0.750
17.072,-0.760
17.075,-0.785
17.078,-0.810
17.081,-0.800
17.083,-0.800
17.086,-0.800
17.089,-0.820
17.092,-0.830
17.094,-0.850
17.097,-0.840
17.100,-0.840
17.103,-0.850
17.106,-0.850
17.108,-0.875
17.111,-0.905
17.114,-0.905
17.117,-0.895
17.119,-0.900
17.122,-0.915
17.125,-0.935
17.128,-0.945
17.131,-0.975
17.133,-0.965
17.136,-0.960
17.139,-0.980
17.142,-1.000
17.144,-1.005
17.147,-1.010
17.150,-1.005
17.153,-1.015
17.156,-1.020
17.158,-1.050
17.161,-1.065
17.164,-1.065
17.167,-1.055
17.169,-1.050
17.172,-1.070
17.175,-1.100
17.178,-1.095
17.181,-1.090
17.183,-1.070
17.186,-1.065
17.189,-1.060
17.192,-1.060
17.194,-1.055
17.197,-1.050
17.200,-1.030
17.203,-1.015
17.206,-1.000
17.208,-0.985
17.211,-0.955
17.214,-0.920
17.217,-0.885
17.219,-0.865
17.222,-0.845
17.225,-0.815
17.228,-0.800
17.231,-0.770
17.233,-0.730
17.236,-0.695
17.239,-0.665
17.242,-0.650
17.244,-0.620
17.247,-0.575
17.250,-0.535
17.253,-0.515
17.256,-0.515
17.258,-0.515
17.261,-0.515
17.264,-0.495
17.267,-0.470
17.269,-0.455
17.272,-0.450
17.275,-0.460
17.278,-0.475
17.281,-0.475
17.283,-0.460
17.286,-0.455
17.289,-0.455
17.292,-0.465
17.294,-0.465
17.297,-0.465
17.300,-0.470
17.303,-0.455
17.306,-0.445
17.308,-0.450
17.311,-0.465
17.314,-0.465
17.317,-0.445
17.319,-0.455
17.322,-0.475
17.325,-0.495
17.328,-0.505
17.331,-0.495
17.333,-0.480
17.336,-0.480
17.339,-0.505
17.342,-0.525
17.344,-0.530
17.347,-0.530
17.350,-0.525
17.353,-0.515
17.356,-0.515
17.358,-0.500
17.361,-0.490
17.364,-0.460
17.367,-0.420
17.369,-0.380
17.372,-0.350
17.375,-0.340
17.378,-0.360
17.381,-0.355
17.383,-0.330
17.386,-0.310
17.389,-0.295
17.392,-0.290
17.394,-0.285
17.397,-0.265
17.400,-0.235
17.403,-0.240
17.406,-0.250
17.408,-0.270
17.411,-0.275
17.414,-0.260
17.417,-0.230
17.419,-0.205
17.422,-0.205
17.425,-0.210
17.428,-0.230
17.431,-0.240
17.433,-0.225
17.436,-0.205
17.439,-0.185
17.442,-0.180
17.444,-0.155
17.447,-0.145
17.450,-0.125
17.453,-0.120
17.456,-0.100
17.458,-0.085
17.461,-0.080
17.464,-0.040
17.467,0.010
17.469,0.070
17.472,0.130
17.475,0.195
17.478,0.280
17.481,0.365
17.483,0.455
17.486,0.550
17.489,0.625
17.492,0.695
17.494,0.775
17.497,0.875
17.500,0.975
17.503,1.090
17.506,1.160
17.508,1.240
17.511,1.315
17.514,1.380
17.517,1.415
17.519,1.395
17.522,1.375
17.525,1.300
17.528,1.220
17.531,1.165
17.533,1.155
17.536,1.165
17.539,1.160
17.542,1.115
17.544,1.065
17.547,1.035
17.550,1.005
17.553,0.965
17.556,0.925
17.558,0.900
17.561,0.880
17.564,0.900
17.567,0.900
17.569,0.850
17.572,0.730
17.575,0.540
17.578,0.315
17.581,0.090
17.583,-0.125
17.586,-0.300
17.589,-0.465
17.592,-0.605
17.594,-0.675
17.597,-0.715
17.600,-0.720
17.603,-0.725
17.606,-0.740
17.608,-0.775
17.611,-0.810
17.614,-0.830
17.617,-0.845
17.619,-0.855
17.622,-0.870
17.625,-0.915
17.628,-0.940
17.631,-0.905
17.633,-0.885
17.636,-0.890
17.639,-0.900
17.642,-0.925
17.644,-0.935
17.647,-0.935
17.650,-0.910
17.653,-0.925
17.656,-0.930
17.658,-0.945
17.661,-0.970
17.664,-0.970
17.667,-0.975
17.669,-0.990
17.672,-0.985
17.675,-1.005
17.678,-1.025
17.681,-1.030
17.683,-1.040
17.686,-1.045
17.689,-1.075
17.692,-1.110
17.694,-1.115
17.697,-1.110
17.700,-1.095
17.703,-1.085
17.706,-1.100
17.708,-1.135
17.711,-1.150
17.714,-1.130
17.717,-1.110
17.719,-1.115
17.722,-1.105
17.725,-1.125
17.728,-1.130
17.731,-1.100
17.733,-1.065
17.736,-1.045
17.739,-1.030
17.742,-1.025
17.744,-1.015
17.747,-1.000
17.750,-0.965
17.753,-0.935
17.756,-0.905
17.758,-0.870
17.761,-0.840
17.764,-0.795
17.767,-0.735
17.769,-0.695
17.772,-0.660
17.775,-0.645
17.778,-0.610
17.781,-0.565
17.783,-0.525
17.786,-0.480
17.789,-0.455
17.792,-0.450
17.794,-0.455
17.797,-0.425
17.800,-0.405
17.803,-0.385
17.806,-0.365
17.808,-0.365
17.811,-0.365
17.814,-0.350
17.817,-0.350
17.819,-0.350
17.822,-0.350
17.825,-0.370
17.828,-0.390
17.831,-0.370
17.833,-0.380
17.836,-0.390
17.839,-0.415
17.842,-0.445
17.844,-0.460
17.847,-0.455
17.850,-0.440
17.853,-0.425
17.856,-0.440
17.858,-0.460
17.861,-0.485
17.864,-0.475
17.867,-0.470
17.869,-0.460
17.872,-0.465
17.875,-0.470
17.878,-0.490
17.881,-0.480
17.883,-0.480
17.886,-0.475
17.889,-0.495
17.892,-0.505
17.894,-0.520
17.897,-0.520
17.900,-0.510
17.903,-0.490
17.906,-0.480
17.908,-0.500
17.911,-0.500
17.914,-0.495
17.917,-0.475
17.919,-0.465
17.922,-0.470
17.925,-0.480
17.928,-0.485
17.931,-0.465
17.933,-0.450
17.936,-0.450
17.939,-0.465
17.942,-0.480
17.944,-0.485
17.947,-0.485
17.950,-0.455
17.953,-0.435
17.956,-0.440
17.958,-0.450
17.961,-0.465
17.964,-0.470
17.967,-0.460
17.969,-0.460
17.972,-0.455
17.975,-0.470
17.978,-0.465
17.981,-0.465
17.983,-0.455
17.986,-0.455
17.989,-0.455
17.992,-0.475
17.994,-0.480
17.997,-0.465
18.000,-0.430
18.003,-0.415
18.006,-0.425
18.008,-0.440
18.011,-0.440
18.014,-0.425
18.017,-0.410
18.019,-0.405
18.022,-0.410
18.025,-0.400
18.028,-0.385
18.031,-0.355
18.033,-0.350
18.036,-0.365
18.039,-0.375
18.042,-0.390
18.044,-0.405
18.047,-0.385
18.050,-0.370
18.053,-0.385
18.056,-0.370
18.058,-0.400
18.061,-0.415
18.064,-0.415
18.067,-0.395
18.069,-0.370
18.072,-0.355
18.075,-0.360
18.078,-0.375
18.081,-0.390
18.083,-0.385
18.086,-0.375
18.089,-0.370
18.092,-0.375
18.094,-0.385
18.097,-0.350
18.100,-0.320
18.103,-0.310
18.106,-0.325
18.108,-0.340
18.111,-0.335
18.114,-0.300
18.117,-0.255
18.119,-0.240
18.122,-0.235
18.125,-0.255
18.128,-0.240
18.131,-0.210
18.133,-0.175
18.136,-0.125
18.139,-0.110
18.142,-0.125
18.144,-0.135
18.147,-0.130
18.150,-0.115
18.153,-0.115
18.156,-0.120
18.158,-0.150
18.161,-0.155
18.164,-0.160
18.167,-0.170
18.169,-0.170
18.172,-0.190
18.175,-0.250
18.178,-0.285
18.181,-0.275
18.183,-0.270
18.186,-0.260
18.189,-0.275
18.192,-0.305
18.194,-0.320
18.197,-0.330
18.200,-0.300
18.203,-0.305
18.206,-0.305
18.208,-0.315
18.211,-0.330
18.214,-0.325
18.217,-0.305
18.219,-0.295
18.222,-0.285
18.225,-0.300
18.228,-0.310
18.231,-0.330
18.233,-0.320
18.236,-0.300
18.239,-0.300
18.242,-0.305
18.244,-0.310
18.247,-0.305
18.250,-0.265
18.253,-0.165
18.256,-0.045
18.258,0.100
18.261,0.275
18.264,0.495
18.267,0.800
18.269,1.125
18.272,1.395
18.275,1.540
18.278,1.440
18.281,1.190
18.283,0.865
18.286,0.520
18.289,0.160
18.292,-0.130
18.294,-0.270
18.297,-0.265
18.300,-0.220
18.303,-0.205
18.306,-0.210
18.308,-0.225
18.311,-0.190
18.314,-0.185
18.317,-0.185
18.319,-0.220
18.322,-0.245
18.325,-0.270
18.328,-0.305
18.331,-0.295
18.333,-0.295
18.336,-0.295
18.339,-0.280
18.342,-0.300
18.344,-0.335
18.347,-0.325
18.350,-0.280
18.353,-0.240
18.356,-0.220
18.358,-0.190
18.361,-0.190
18.364,-0.220
18.367,-0.240
18.369,-0.235
18.372,-0.230
18.375,-0.250
18.378,-0.285
18.381,-0.305
18.383,-0.260
18.386,-0.205
18.389,-0.250
18.392,-0.380
18.394,-0.455
18.397,-0.445
18.400,-0.365
18.403,-0.320
18.406,-0.320
18.408,-0.335
18.411,-0.330
18.414,-0.310
18.417,-0.300
18.419,-0.330
18.422,-0.355
18.425,-0.365
18.428,-0.335
18.431,-0.275
18.433,-0.240
18.436,-0.200
18.439,-0.190
18.442,-0.190
18.444,-0.190
18.447,-0.185
18.450,-0.150
18.453,-0.120
18.456,-0.100
18.458,-0.095
18.461,-0.100
18.464,-0.090
18.467,-0.075
18.469,-0.055
18.472,-0.040
18.475,-0.015
18.478,0.005
18.481,0.035
18.483,0.035
18.486,0.050
18.489,0.030
18.492,0.040
18.494,0.065
18.497,0.135
18.500,0.195
18.503,0.210
18.506,0.155
18.508,0.055
18.511,0.005
18.514,0.010
18.517,0.035
18.519,0.050
18.522,0.040
18.525,0.020
18.528,0.000
18.531,0.005
18.533,-0.005
18.536,-0.015
18.539,-0.050
18.542,-0.090
18.544,-0.110
18.547,-0.145
18.550,-0.145
18.553,-0.135
18.556,-0.135
18.558,-0.120
18.561,-0.095
18.564,-0.055
18.567,-0.030
18.569,-0.080
18.572,-0.170
18.575,-0.260
18.578,-0.320
18.581,-0.360
18.583,-0.410
18.586,-0.430
18.589,-0.410
18.592,-0.400
18.594,-0.380
18.597,-0.370
18.600,-0.345
18.603,-0.315
18.606,-0.300
18.608,-0.295
18.611,-0.280
18.614,-0.280
18.617,-0.270
18.619,-0.270
18.622,-0.285
18.625,-0.305
18.628,-0.330
18.631,-0.330
18.633,-0.315
18.636,-0.300
18.639,-0.305
18.642,-0.315
18.644,-0.310
18.647,-0.295
18.650,-0.290
18.653,-0.275
18.656,-0.265
18.658,-0.265
18.661,-0.245
18.664,-0.215
18.667,-0.185
18.669,-0.165
18.672,-0.160
18.675,-0.165
18.678,-0.175
18.681,-0.155
18.683,-0.145
18.686,-0.095
18.689,-0.085
18.692,-0.080
18.694,-0.125
18.697,-0.130
18.700,-0.075
18.703,-0.025
18.706,-0.025
18.708,-0.095
18.711,-0.175
18.714,-0.160
18.717,-0.135
18.719,-0.180
18.722,-0.280
18.725,-0.390
18.728,-0.415
18.731,-0.365
18.733,-0.325
18.736,-0.330
18.739,-0.360
18.742,-0.375
18.744,-0.370
18.747,-0.360
18.750,-0.340
18.753,-0.340
18.756,-0.345
18.758,-0.375
18.761,-0.400
18.764,-0.405
18.767,-0.380
18.769,-0.365
18.772,-0.375
18.775,-0.385
18.778,-0.370
18.781,-0.315
18.783,-0.290
18.786,-0.260
18.789,-0.205
18.792,-0.145
18.794,-0.080
18.797,-0.005
18.800,0.140
18.803,0.380
18.806,0.610
18.808,0.855
18.811,1.140
18.814,1.495
18.817,1.840
18.819,2.105
18.822,2.250
18.825,2.190
18.828,1.900
18.831,1.485
18.833,1.015
18.836,0.535
18.839,0.160
18.842,-0.045
18.844,-0.150
18.847,-0.205
18.850,-0.260
18.853,-0.315
18.856,-0.365
18.858,-0.395
18.861,-0.400
18.864,-0.375
18.867,-0.330
18.869,-0.305
18.872,-0.255
18.875,-0.205
18.878,-0.165
18.881,-0.235
18.883,-0.430
18.886,-0.620
18.889,-0.690
18.892,-0.615
18.894,-0.545
18.897,-0.505
18.900,-0.515
18.903,-0.500
18.906,-0.485
18.908,-0.475
18.911,-0.515
18.914,-0.535
18.917,-0.530
18.919,-0.485
18.922,-0.465
18.925,-0.435
18.928,-0.435
18.931,-0.445
18.933,-0.485
18.936,-0.505
18.939,-0.510
18.942,-0.515
18.944,-0.530
18.947,-0.530
18.950,-0.535
18.953,-0.520
18.956,-0.485
18.958,-0.465
18.961,-0.440
18.964,-0.415
18.967,-0.420
18.969,-0.430
18.972,-0.425
18.975,-0.440
18.978,-0.450
18.981,-0.440
18.983,-0.395
18.986,-0.360
18.989,-0.370
18.992,-0.405
18.994,-0.460
18.997,-0.480
19.000,-0.465
19.003,-0.450
19.006,-0.410
19.008,-0.380
19.011,-0.345
19.014,-0.320
19.017,-0.305
19.019,-0.305
19.022,-0.320
19.025,-0.325
19.028,-0.295
19.031,-0.270
19.033,-0.250
19.036,-0.230
19.039,-0.215
19.042,-0.195
19.044,-0.200
19.047,-0.220
19.050,-0.215
19.053,-0.190
19.056,-0.145
19.058,-0.120
19.061,-0.120
19.064,-0.110
19.067,-0.135
19.069,-0.150
19.072,-0.150
19.075,-0.145
19.078,-0.100
19.081,-0.045
19.083,0.020
19.086,0.025
19.089,0.020
19.092,0.005
19.094,-0.005
19.097,-0.060
19.100,-0.120
19.103,-0.120
19.106,-0.115
19.108,-0.140
19.111,-0.210
19.114,-0.285
19.117,-0.405
19.119,-0.510
19.122,-0.630
19.125,-0.650
19.128,-0.535
19.131,-0.380
19.133,-0.320
19.136,-0.365
19.139,-0.400
19.142,-0.300
19.144,-0.115
19.147,-0.010
19.150,-0.090
19.153,-0.280
19.156,-0.420
19.158,-0.380
19.161,-0.250
19.164,-0.200
19.167,-0.285
19.169,-0.430
19.172,-0.485
19.175,-0.445
19.178,-0.360
19.181,-0.325
19.183,-0.320
19.186,-0.270
19.189,-0.225
19.192,-0.270
19.194,-0.340
19.197,-0.315
19.200,-0.215
19.203,-0.100
19.206,-0.065
19.208,-0.120
19.211,-0.230
19.214,-0.275
19.217,-0.155
19.219,0.015
19.222,0.080
19.225,0.015
19.228,-0.040
19.231,0.035
19.233,0.220
19.236,0.455
19.239,0.650
19.242,0.700
19.244,0.670
19.247,0.655
19.250,0.705
19.253,0.785
19.256,0.875
19.258,0.980
19.261,1.190
19.264,1.410
19.267,1.575
19.269,1.620
19.272,1.645
19.275,1.625
19.278,1.650
19.281,1.765
19.283,1.970
19.286,2.010
19.289,1.815
19.292,1.570
19.294,1.495
19.297,1.485
19.300,1.495
19.303,1.425
19.306,1.380
19.308,1.305
19.311,1.205
19.314,1.085
19.317,0.990
19.319,1.025
19.322,1.070
19.325,1.085
19.328,1.060
19.331,1.025
19.333,0.960
19.336,0.830
19.339,0.615
19.342,0.360
19.344,0.145
19.347,-0.045
19.350,-0.160
19.353,-0.140
19.356,-0.060
19.358,-0.025
19.361,-0.025
19.364,-0.080
19.367,-0.210
19.369,-0.320
